order_date,store_id,product_id,category,region,season,inventory_level,units_sold,units_ordered,demand_forecast,inventory_turnover,demand_supply_gap,estimated_revenue,estimated_margin,inventory_status,promotion_effectiveness
2022-01-04,S003,P0020,Clothing,South,Winter,145,44,122,43.44,0.3034,-101.56,3146.4619999999995,-551.7380000000003,"Healthy Stock","High Promotion Impact"
2022-01-04,S004,P0001,Furniture,South,Summer,487,145,149,154.43,0.2977,-332.57,2513.0675,-556.5825,Overstock,"No Promotion"
2022-01-04,S004,P0002,Groceries,North,Summer,216,150,162,141.65,0.6944,-74.35,8455.199999999999,-1507.800000000001,Overstock,"High Promotion Impact"
2022-01-04,S004,P0003,Toys,West,Spring,236,40,104,36.09,0.1695,-199.91,2018.94,72.54000000000019,Overstock,"High Promotion Impact"
2022-01-04,S004,P0004,Toys,West,Winter,260,245,199,256.94,0.9423,-3.0600000000000023,18081,-1835.050000000003,Overstock,"Low Promotion Impact"
2022-01-04,S004,P0005,Furniture,North,Autumn,435,241,160,255.72,0.5540,-179.28,15476.4175,-2760.0525000000016,Overstock,"No Promotion"
2022-01-04,S004,P0006,Groceries,South,Autumn,499,138,175,128.04,0.2766,-370.96000000000004,6935.88,380.8800000000001,Overstock,"High Promotion Impact"
2022-01-04,S004,P0007,Clothing,East,Autumn,180,152,102,157.24,0.8444,-22.75999999999999,8170.151999999999,179.5119999999988,"Healthy Stock","Low Promotion Impact"
2022-01-04,S004,P0008,Furniture,West,Winter,128,12,85,16.36,0.0938,-111.64,401.43600000000004,12.516000000000076,"Healthy Stock","Low Promotion Impact"
2022-01-04,S004,P0009,Furniture,South,Winter,291,158,35,158.23,0.5430,-132.77,10459.6,-2788.699999999999,Overstock,"Low Promotion Impact"
2022-01-04,S004,P0010,Clothing,North,Spring,444,265,187,264.83,0.5968,-179.17000000000002,5611.905000000001,-896.494999999999,Overstock,"High Promotion Impact"
2022-01-04,S004,P0011,Clothing,East,Spring,281,240,182,243.7,0.8541,-37.30000000000001,12836.4,-1741.2000000000007,Overstock,"No Promotion"
2022-01-04,S004,P0012,Toys,North,Spring,189,153,155,145.17,0.8095,-43.83000000000001,13675.9815,-216.41849999999977,"Healthy Stock","No Promotion"
2022-01-04,S004,P0013,Groceries,West,Spring,80,68,48,81.02,0.8500,1.019999999999996,1334.432,-277.1679999999999,"Healthy Stock","Low Promotion Impact"
2022-01-04,S004,P0014,Furniture,West,Autumn,314,302,42,300.24,0.9618,-13.759999999999991,16991.728,-4818.7119999999995,Overstock,"No Promotion"
2022-01-04,S004,P0015,Clothing,West,Spring,167,70,42,69.66,0.4192,-97.34,5298.72,-99.68000000000029,"Healthy Stock","High Promotion Impact"
2022-01-04,S004,P0016,Groceries,West,Autumn,129,92,73,89.92,0.7132,-39.08,2363.48,-136.1600000000003,"Healthy Stock","No Promotion"
2022-01-04,S004,P0017,Clothing,East,Summer,425,275,160,266.14,0.6471,-158.86,6541.7,-1587.3000000000002,Overstock,"High Promotion Impact"
2022-01-04,S004,P0018,Groceries,East,Winter,103,3,34,20.62,0.0291,-82.38,142.851,-37.028999999999996,"Healthy Stock","No Promotion"
2022-01-04,S004,P0019,Groceries,West,Winter,471,307,143,319.56,0.6518,-151.44,9154.893499999998,0.15349999999853026,Overstock,"Low Promotion Impact"
2022-01-04,S004,P0020,Groceries,South,Spring,364,62,27,68.97,0.1703,-295.03,4577.522,-952.2579999999998,Overstock,"No Promotion"
2022-01-04,S005,P0001,Furniture,North,Winter,383,195,175,214.04,0.5091,-168.96,3386.76,-1316.6400000000003,Overstock,"No Promotion"
2022-01-04,S005,P0002,Furniture,West,Winter,495,33,75,36.13,0.0667,-458.87,1271.556,-45.144000000000005,Overstock,"Low Promotion Impact"
2022-01-04,S005,P0003,Toys,South,Winter,439,263,107,266.77,0.5991,-172.23000000000002,7295.619999999999,-767.960000000001,Overstock,"No Promotion"
2022-01-04,S005,P0004,Toys,West,Summer,101,83,94,97.81,0.8218,-3.1899999999999977,5456.752,-1052.938,"Healthy Stock","Low Promotion Impact"
2022-01-04,S005,P0005,Toys,South,Autumn,292,78,25,85.65,0.2671,-206.35,3039.855,-379.6650000000004,Overstock,"Low Promotion Impact"
2022-01-04,S005,P0006,Clothing,West,Summer,466,118,75,133.87,0.2532,-332.13,4468.896,45.07599999999911,Overstock,"No Promotion"
2022-01-04,S005,P0007,Clothing,North,Spring,175,147,130,141.44,0.8400,-33.56,6776.406,-1193.9340000000002,"Healthy Stock","High Promotion Impact"
2022-01-04,S005,P0008,Furniture,South,Summer,327,216,124,233.51,0.6606,-93.49000000000001,10718.784,-3133.2959999999985,Overstock,"No Promotion"
2022-01-04,S005,P0009,Groceries,West,Spring,194,27,43,26.91,0.1392,-167.09,838.3635,-123.64650000000006,"Healthy Stock","High Promotion Impact"
2022-01-04,S005,P0010,Electronics,North,Winter,349,172,189,171.35,0.4928,-177.65,13833.443999999998,106.12399999999798,Overstock,"High Promotion Impact"
2022-01-04,S005,P0011,Toys,West,Autumn,237,78,192,77.14,0.3291,-159.86,3053.7,312,Overstock,"High Promotion Impact"
2022-01-04,S005,P0012,Clothing,South,Summer,220,196,82,187.61,0.8909,-32.389999999999986,7605.289999999999,-1810.550000000001,Overstock,"High Promotion Impact"
2022-01-04,S005,P0013,Groceries,North,Summer,86,75,153,72.27,0.8721,-13.730000000000004,2567.2125000000005,-557.287499999999,"Healthy Stock","High Promotion Impact"
2022-01-04,S005,P0014,Toys,West,Spring,334,11,179,8.45,0.0329,-325.55,775.9565,-190.3934999999999,Overstock,"High Promotion Impact"
2022-01-04,S005,P0015,Clothing,West,Summer,186,144,197,150.43,0.7742,-35.56999999999999,6929.280000000001,-1984.3199999999997,"Healthy Stock","Low Promotion Impact"
2022-01-04,S005,P0016,Electronics,North,Winter,288,200,180,216.05,0.6944,-71.94999999999999,2734.2000000000003,308.2000000000003,Overstock,"No Promotion"
2022-01-04,S005,P0017,Toys,North,Autumn,460,256,107,252.35,0.5565,-207.65,7671.808000000001,-799.232,Overstock,"High Promotion Impact"
2022-01-04,S005,P0018,Groceries,East,Spring,482,118,168,137.7,0.2448,-344.3,3657.528,-296.65200000000004,Overstock,"No Promotion"
2022-01-04,S005,P0019,Toys,North,Autumn,278,244,24,259.18,0.8777,-18.819999999999993,16590.048,-4201.191999999999,Overstock,"No Promotion"
2022-01-04,S005,P0020,Furniture,West,Autumn,128,54,139,62.09,0.4219,-65.91,3967.218,-262.0619999999999,"Healthy Stock","No Promotion"
